Location,Size,Bedroom,Bath,Price,Date of Sale
Riverside,1500,2,2.5,148000,6 months ago
Van Nuys,2400,6,4,275000,4 months ago
Van Nuys,2850,6,4,346000,5 months ago
Riverside,3350,8,4.5,445000,3 months ago
Van Nuys,1350,2,2.5,164000,2 months ago
San Diego,2400,5,4,286000,2 months ago
Burbank,1950,3,3,170000,3 months ago
San Diego,1800,3,3,249000,6 months ago
Long Beach,1200,3,2.5,155000,3 months ago
Long Beach,3300,6,4.5,441000,5 months ago
San Diego,1950,3,3,192000,1 month ago
Long Beach,1900,5,3,197000,1 month ago
Burbank,3200,7,4.5,500000,1 month ago
Burbank,2700,6,4,245000,6 months ago
Pasadena,1300,2,2.5,152000,5 months ago
San Diego,2200,4,3,190000,1 month ago
Pasadena,1800,5,3,219000,5 months ago
Riverside,1500,2,2.5,161000,3 months ago
Van Nuys,1500,3,2.5,174000,1 month ago
Burbank,1500,3,2.5,157000,5 months ago
Burbank,2850,5,4,374000,1 month ago
Riverside,1200,2,2.5,174000,4 months ago
Van Nuys,1850,3,3,178000,4 months ago
Pasadena,1350,2,2.5,142000,4 months ago
Riverside,2450,5,4,260000,4 months ago
Burbank,2850,6,4,297000,2 months ago
Pasadena,3350,5,4.5,456000,5 months ago
Van Nuys,2600,5,4,398000,5 months ago
Long Beach,3300,8,4.5,511000,6 months ago
Long Beach,3400,7,4.5,413000,3 months ago
Long Beach,3000,7,4.5,500000,1 month ago
San Diego,3200,6,4.5,435000,3 months ago
Riverside,1700,5,3,233000,1 month ago
Burbank,1600,5,3,164000,4 months ago
Pasadena,1900,5,3,222000,5 months ago
Pasadena,2350,5,4,280000,2 months ago
San Diego,2550,5,4,360000,1 month ago
Burbank,1650,3,3,168000,2 months ago
Van Nuys,2150,3,3,182000,3 months ago
Burbank,1300,3,2.5,157000,2 months ago
Burbank,2750,4,4,233000,2 months ago
San Diego,2850,4,4,321000,5 months ago
Burbank,2200,5,3,196000,4 months ago
Pasadena,3150,8,4.5,414000,5 months ago
Pasadena,3100,7,4.5,418000,5 months ago
Riverside,2750,5,4,258000,6 months ago
Long Beach,1800,4,3,154000,4 months ago
San Diego,1700,3,3,242000,1 month ago
San Diego,1700,5,3,249000,5 months ago
Burbank,3000,8,4.5,497000,1 month ago
Riverside,1500,3,2.5,155000,3 months ago
Long Beach,1900,5,3,244000,6 months ago
Pasadena,1750,3,3,189000,2 months ago
Van Nuys,1600,3,3,216000,4 months ago
Burbank,3150,6,4.5,482000,1 month ago
Van Nuys,2500,5,4,268000,6 months ago
Van Nuys,1150,3,2.5,144000,5 months ago
San Diego,1550,5,3,244000,4 months ago
Burbank,3350,5,4.5,465000,2 months ago
Riverside,2050,3,3,208000,5 months ago
Long Beach,2550,4,4,430000,1 month ago
Riverside,1850,4,3,186000,3 months ago
Long Beach,1500,3,2.5,147000,5 months ago
Long Beach,2800,5,4,385000,2 months ago
Riverside,2700,5,4,368000,4 months ago
Van Nuys,2050,5,3,162000,5 months ago
Riverside,2750,5,4,432000,4 months ago
Riverside,1600,5,3,228000,4 months ago
Riverside,3000,6,4.5,450000,3 months ago
San Diego,2350,5,4,400000,6 months ago
San Diego,1100,3,2.5,168000,6 months ago
Pasadena,2750,5,4,404000,6 months ago
Riverside,2400,5,4,271000,6 months ago
San Diego,1550,3,3,164000,3 months ago
Burbank,3050,6,4.5,483000,3 months ago
Riverside,2300,4,3,161000,6 months ago
Burbank,2850,5,4,261000,5 months ago
Long Beach,2900,6,4,262000,4 months ago
Van Nuys,1100,3,2.5,160000,5 months ago
Riverside,2600,6,4,426000,5 months ago
Long Beach,3050,7,4.5,486000,5 months ago
San Diego,2150,3,3,176000,3 months ago
Long Beach,2350,4,4,270000,1 month ago
Riverside,2600,6,4,275000,5 months ago
Pasadena,2400,5,4,284000,5 months ago
Long Beach,3300,5,4.5,462000,3 months ago
Burbank,2750,6,4,234000,2 months ago
Pasadena,2100,5,3,213000,6 months ago
Riverside,2500,5,4,236000,1 month ago
Long Beach,2450,5,4,257000,5 months ago
Van Nuys,3150,7,4.5,469000,5 months ago
San Diego,1800,5,3,223000,1 month ago
Van Nuys,2300,5,3,226000,3 months ago
Riverside,3250,6,4.5,502000,2 months ago
Riverside,1850,4,3,165000,1 month ago
Long Beach,2250,3,3,189000,6 months ago
Burbank,2250,3,3,246000,2 months ago
Van Nuys,2850,4,4,230000,1 month ago
Riverside,1500,2,2.5,140000,3 months ago
Long Beach,2250,3,3,216000,5 months ago
Pasadena,1400,2,2.5,150000,6 months ago
San Diego,2200,4,3,163000,5 months ago
Riverside,1450,2,2.5,166000,6 months ago
Long Beach,3050,7,4.5,458000,6 months ago
Long Beach,2950,5,4.5,473000,1 month ago
Long Beach,2700,5,4,283000,5 months ago
Burbank,2500,4,4,395000,3 months ago
Pasadena,1900,4,3,204000,2 months ago
Pasadena,2600,6,4,359000,2 months ago
San Diego,2100,5,3,186000,3 months ago
Van Nuys,1700,4,3,184000,6 months ago
Van Nuys,2650,4,4,396000,6 months ago
Riverside,1200,3,2.5,152000,4 months ago
San Diego,1400,2,2.5,160000,5 months ago
Pasadena,2700,5,4,374000,6 months ago
Pasadena,2450,5,4,320000,2 months ago
Burbank,2850,4,4,322000,4 months ago
Pasadena,3250,5,4.5,512000,2 months ago
Pasadena,2050,4,3,217000,5 months ago
Pasadena,2250,3,3,228000,4 months ago
Burbank,2750,4,4,291000,2 months ago
Riverside,1700,5,3,170000,1 month ago
Long Beach,2700,5,4,417000,6 months ago
San Diego,2300,3,3,154000,3 months ago
Riverside,1550,4,3,170000,1 month ago
San Diego,2700,5,4,324000,4 months ago
San Diego,3100,5,4.5,478000,6 months ago
Pasadena,1650,5,3,161000,2 months ago
Van Nuys,1250,2,2.5,157000,4 months ago
Long Beach,1400,3,2.5,175000,3 months ago
San Diego,1400,2,2.5,174000,2 months ago
Riverside,2100,3,3,222000,6 months ago
San Diego,1850,5,3,200000,1 month ago
Van Nuys,1500,2,2.5,149000,3 months ago
Long Beach,1100,2,2.5,154000,1 month ago
Pasadena,3050,7,4.5,488000,6 months ago
San Diego,2500,5,4,435000,5 months ago
Pasadena,1250,3,2.5,143000,1 month ago
Pasadena,2350,6,4,288000,3 months ago
Pasadena,2750,6,4,238000,1 month ago
Burbank,1600,5,3,223000,2 months ago
Burbank,2250,4,3,182000,2 months ago
Long Beach,1600,5,3,188000,1 month ago
Pasadena,3400,7,4.5,507000,6 months ago
Burbank,1850,5,3,241000,3 months ago
Long Beach,2150,3,3,218000,4 months ago
Long Beach,3400,5,4.5,429000,3 months ago
Burbank,3200,6,4.5,430000,6 months ago
Pasadena,3250,6,4.5,452000,4 months ago
Long Beach,1750,3,3,234000,5 months ago
Van Nuys,2350,6,4,306000,3 months ago
Burbank,1950,5,3,245000,4 months ago
Long Beach,1500,2,2.5,164000,5 months ago
Van Nuys,2750,4,4,326000,5 months ago
Van Nuys,1200,3,2.5,173000,3 months ago
Van Nuys,2900,5,4,392000,4 months ago
Van Nuys,1250,2,2.5,154000,1 month ago
San Diego,3200,7,4.5,490000,3 months ago
Long Beach,2750,5,4,298000,2 months ago
Pasadena,2850,5,4,250000,6 months ago
San Diego,2050,5,3,203000,4 months ago
Pasadena,1900,3,3,245000,4 months ago
Pasadena,1700,5,3,165000,5 months ago
Long Beach,1200,3,2.5,148000,3 months ago
Long Beach,2400,4,4,413000,5 months ago
Burbank,1900,3,3,189000,4 months ago
Long Beach,2050,4,3,245000,1 month ago
Riverside,1950,3,3,213000,1 month ago
Van Nuys,1400,2,2.5,143000,3 months ago
Van Nuys,2650,6,4,330000,3 months ago
Van Nuys,2400,5,4,279000,3 months ago
San Diego,1350,3,2.5,153000,3 months ago
Long Beach,2650,4,4,331000,2 months ago
Pasadena,2750,5,4,329000,1 month ago
Pasadena,2300,4,3,160000,1 month ago
Van Nuys,2800,5,4,334000,4 months ago
Pasadena,2750,6,4,237000,3 months ago
Pasadena,1350,2,2.5,170000,2 months ago
Long Beach,2050,5,3,233000,4 months ago
Pasadena,1300,3,2.5,163000,5 months ago
Pasadena,3150,6,4.5,453000,6 months ago
Long Beach,3350,6,4.5,481000,2 months ago
Van Nuys,2100,3,3,161000,1 month ago
San Diego,2350,5,4,296000,4 months ago
Burbank,2100,4,3,185000,2 months ago
Burbank,1150,3,2.5,168000,4 months ago
Van Nuys,2500,6,4,256000,1 month ago
San Diego,1500,3,2.5,173000,5 months ago
Riverside,1250,2,2.5,140000,5 months ago
San Diego,2650,5,4,376000,6 months ago
Van Nuys,2650,5,4,427000,4 months ago
San Diego,3350,6,4.5,415000,2 months ago
San Diego,1800,5,3,226000,3 months ago
San Diego,2650,5,4,416000,3 months ago
San Diego,2200,3,3,242000,3 months ago
Van Nuys,2700,5,4,410000,4 months ago
Riverside,2700,4,4,332000,6 months ago
Riverside,2200,3,3,188000,4 months ago
Riverside,1850,3,3,152000,4 months ago
Van Nuys,1100,2,2.5,154000,6 months ago
Burbank,1350,2,2.5,173000,6 months ago
Pasadena,2150,3,3,241000,4 months ago
Riverside,2150,3,3,178000,1 month ago
Van Nuys,3150,8,4.5,507000,5 months ago
Burbank,1700,4,3,215000,3 months ago
San Diego,2450,6,4,250000,6 months ago
San Diego,2750,6,4,372000,4 months ago
Riverside,2350,6,4,404000,6 months ago
San Diego,2700,4,4,302000,4 months ago
Van Nuys,1600,3,3,152000,4 months ago
San Diego,1950,4,3,225000,1 month ago
San Diego,2250,5,3,214000,5 months ago
Riverside,1150,3,2.5,158000,2 months ago
Burbank,1750,4,3,193000,1 month ago
Long Beach,1800,3,3,219000,4 months ago
Pasadena,2150,4,3,222000,6 months ago
Long Beach,2150,4,3,190000,1 month ago
Pasadena,2000,3,3,200000,4 months ago
Riverside,2450,5,4,401000,3 months ago
Riverside,2650,5,4,289000,1 month ago
Long Beach,1450,2,2.5,145000,6 months ago
Burbank,2100,4,3,206000,2 months ago
Burbank,1400,2,2.5,165000,2 months ago
Pasadena,1100,3,2.5,158000,6 months ago
Pasadena,1450,3,2.5,167000,5 months ago
Burbank,2400,4,4,267000,4 months ago
Long Beach,1700,5,3,204000,2 months ago
Burbank,2450,6,4,424000,3 months ago
Burbank,1850,5,3,216000,6 months ago
Van Nuys,2750,6,4,373000,6 months ago
Riverside,2500,4,4,264000,2 months ago
Pasadena,1400,2,2.5,161000,4 months ago
Pasadena,1500,2,2.5,151000,5 months ago
Pasadena,2900,6,4,280000,3 months ago
San Diego,1800,5,3,154000,2 months ago
Burbank,1700,5,3,227000,6 months ago
Burbank,3400,8,4.5,463000,5 months ago
San Diego,2750,6,4,374000,2 months ago
Riverside,1100,2,2.5,147000,6 months ago
Pasadena,1700,4,3,214000,5 months ago
Burbank,1800,3,3,249000,4 months ago
San Diego,2050,3,3,234000,2 months ago
Long Beach,1800,3,3,167000,2 months ago
Long Beach,2800,6,4,382000,2 months ago
Van Nuys,1950,4,3,196000,3 months ago
Burbank,3200,5,4.5,495000,3 months ago
Riverside,2100,3,3,170000,6 months ago
Van Nuys,2200,4,3,160000,6 months ago
Riverside,1200,2,2.5,144000,5 months ago
Pasadena,2000,3,3,203000,4 months ago
Long Beach,3050,6,4.5,472000,1 month ago
Pasadena,3100,6,4.5,506000,3 months ago
Riverside,3150,5,4.5,422000,6 months ago
Burbank,1950,4,3,214000,4 months ago
Van Nuys,3000,7,4.5,509000,6 months ago
Burbank,1900,4,3,244000,2 months ago
San Diego,1550,4,3,206000,2 months ago
Van Nuys,1400,2,2.5,170000,3 months ago
San Diego,1600,3,3,159000,5 months ago
Riverside,2150,3,3,151000,2 months ago
San Diego,1250,3,2.5,154000,4 months ago
Riverside,1400,3,2.5,162000,3 months ago
San Diego,2750,4,4,268000,4 months ago
Van Nuys,2650,5,4,400000,1 month ago
San Diego,2000,4,3,207000,6 months ago
Riverside,3150,6,4.5,425000,2 months ago
Long Beach,2350,5,4,394000,4 months ago
Burbank,1850,3,3,165000,3 months ago
Pasadena,3000,7,4.5,512000,2 months ago
Riverside,2750,5,4,424000,2 months ago
Pasadena,2300,4,3,182000,2 months ago
Long Beach,2200,3,3,234000,2 months ago
Long Beach,2600,4,4,319000,2 months ago
Long Beach,1850,4,3,210000,5 months ago
Burbank,2950,6,4.5,488000,3 months ago
San Diego,1550,4,3,190000,2 months ago
Burbank,2300,3,3,228000,4 months ago
Long Beach,2100,4,3,238000,2 months ago
Long Beach,1150,2,2.5,169000,4 months ago
Burbank,2800,5,4,377000,4 months ago
Van Nuys,3000,8,4.5,417000,5 months ago
Pasadena,1750,5,3,184000,2 months ago
San Diego,3200,8,4.5,418000,1 month ago
Pasadena,1800,3,3,195000,3 months ago
Riverside,2800,6,4,321000,4 months ago
San Diego,1850,4,3,224000,3 months ago
Burbank,3100,6,4.5,468000,4 months ago
Riverside,1800,4,3,203000,5 months ago
San Diego,2500,6,4,416000,6 months ago
Burbank,1850,5,3,163000,4 months ago
Van Nuys,1600,5,3,180000,2 months ago
Long Beach,1150,2,2.5,151000,3 months ago
Pasadena,3350,7,4.5,492000,3 months ago
Pasadena,1450,3,2.5,165000,1 month ago
Van Nuys,1450,3,2.5,163000,6 months ago
Riverside,2700,5,4,351000,3 months ago
Riverside,1450,3,2.5,150000,1 month ago
Van Nuys,2500,6,4,388000,5 months ago
Pasadena,1300,3,2.5,158000,3 months ago
Long Beach,2900,4,4,267000,1 month ago
Long Beach,1750,4,3,231000,6 months ago
Burbank,3100,6,4.5,463000,5 months ago
Pasadena,2850,6,4,276000,6 months ago
Long Beach,2350,5,4,286000,2 months ago
San Diego,1750,4,3,194000,2 months ago
Pasadena,3000,8,4.5,421000,6 months ago
San Diego,3050,8,4.5,487000,1 month ago
Van Nuys,1300,2,2.5,161000,4 months ago
Van Nuys,3000,7,4.5,481000,3 months ago
San Diego,2350,5,4,241000,4 months ago
Burbank,1750,4,3,200000,5 months ago
Burbank,2550,5,4,251000,6 months ago
Van Nuys,2750,5,4,313000,1 month ago
Pasadena,2950,5,4.5,435000,4 months ago
Long Beach,1400,3,2.5,140000,3 months ago
Van Nuys,1700,3,3,210000,1 month ago
Van Nuys,3350,6,4.5,413000,4 months ago
Pasadena,2200,3,3,248000,1 month ago
San Diego,1950,4,3,198000,3 months ago
Burbank,3150,8,4.5,478000,1 month ago
Riverside,1300,2,2.5,164000,1 month ago
Pasadena,1650,4,3,196000,3 months ago
San Diego,2150,5,3,176000,5 months ago
Burbank,2350,5,4,418000,3 months ago
Van Nuys,2500,6,4,302000,5 months ago
Burbank,2550,5,4,291000,1 month ago
Pasadena,1800,3,3,202000,1 month ago
Burbank,2150,4,3,188000,6 months ago
San Diego,3250,8,4.5,469000,5 months ago
Riverside,2900,5,4,377000,6 months ago
Pasadena,1350,3,2.5,141000,6 months ago
Riverside,1750,5,3,164000,4 months ago
Burbank,1300,2,2.5,150000,2 months ago
Pasadena,3050,7,4.5,446000,6 months ago
Van Nuys,2200,5,3,190000,5 months ago
Riverside,2100,4,3,196000,3 months ago
Riverside,1650,5,3,158000,4 months ago
Long Beach,1350,2,2.5,150000,6 months ago
Burbank,1600,5,3,228000,4 months ago
Long Beach,3350,5,4.5,483000,1 month ago
Burbank,3200,7,4.5,461000,2 months ago
Pasadena,2950,8,4.5,509000,6 months ago
Long Beach,2150,4,3,227000,3 months ago
Burbank,2650,4,4,363000,4 months ago
Riverside,1200,3,2.5,168000,5 months ago
Van Nuys,2450,5,4,285000,3 months ago
San Diego,2800,6,4,418000,4 months ago
Riverside,2600,4,4,388000,1 month ago
Riverside,2550,4,4,387000,5 months ago
Long Beach,1250,3,2.5,149000,6 months ago
Pasadena,2700,4,4,391000,4 months ago
Pasadena,2950,6,4.5,482000,6 months ago
Burbank,3350,6,4.5,519000,5 months ago
Long Beach,2400,6,4,372000,3 months ago
Long Beach,1200,2,2.5,170000,6 months ago
Van Nuys,3100,8,4.5,471000,3 months ago
Pasadena,1750,5,3,242000,1 month ago
Pasadena,2000,3,3,181000,4 months ago
Riverside,3400,8,4.5,469000,4 months ago
Pasadena,3050,6,4.5,441000,5 months ago
Burbank,2800,5,4,422000,4 months ago
Long Beach,2550,6,4,278000,2 months ago
Pasadena,3400,8,4.5,492000,1 month ago
Riverside,2000,3,3,217000,4 months ago
Long Beach,1900,5,3,160000,5 months ago
Riverside,3050,8,4.5,445000,3 months ago
Burbank,1700,5,3,174000,3 months ago
Pasadena,3000,5,4.5,414000,6 months ago
Van Nuys,3000,7,4.5,461000,5 months ago
Pasadena,1100,3,2.5,153000,5 months ago
Riverside,2900,6,4,376000,5 months ago
Riverside,1500,2,2.5,141000,3 months ago
San Diego,2650,6,4,409000,6 months ago
Long Beach,2850,5,4,231000,3 months ago
Van Nuys,1150,2,2.5,150000,2 months ago
Van Nuys,1400,2,2.5,172000,5 months ago
Van Nuys,2100,4,3,231000,3 months ago
Long Beach,2150,5,3,232000,1 month ago
Pasadena,2750,6,4,242000,5 months ago
Van Nuys,1150,2,2.5,163000,3 months ago
San Diego,2350,4,4,237000,2 months ago
Pasadena,1450,2,2.5,140000,4 months ago
Pasadena,2200,3,3,249000,6 months ago
Riverside,3050,7,4.5,428000,1 month ago
Long Beach,2450,6,4,234000,5 months ago
Van Nuys,1100,2,2.5,165000,1 month ago
Van Nuys,2000,4,3,247000,6 months ago
San Diego,3100,5,4.5,463000,5 months ago
San Diego,2850,5,4,379000,3 months ago
Riverside,1550,5,3,230000,2 months ago
Pasadena,1700,3,3,178000,5 months ago
Van Nuys,2650,5,4,288000,3 months ago
Pasadena,3400,8,4.5,424000,5 months ago
Burbank,3250,5,4.5,509000,1 month ago
Long Beach,2700,6,4,373000,6 months ago
Long Beach,1650,4,3,179000,3 months ago
Riverside,1250,2,2.5,147000,2 months ago
Van Nuys,1200,2,2.5,140000,3 months ago
Van Nuys,3350,8,4.5,426000,5 months ago
Long Beach,2300,3,3,230000,5 months ago
Van Nuys,2600,6,4,309000,4 months ago
Burbank,2200,4,3,162000,5 months ago
Long Beach,3100,6,4.5,512000,4 months ago
Burbank,1550,4,3,213000,4 months ago
San Diego,2750,5,4,393000,4 months ago
Pasadena,1400,3,2.5,154000,2 months ago
Van Nuys,2400,6,4,309000,3 months ago
Long Beach,2150,4,3,193000,1 month ago
San Diego,3300,5,4.5,418000,6 months ago
Burbank,2450,6,4,322000,3 months ago
Riverside,1700,3,3,180000,4 months ago
Riverside,1750,4,3,237000,2 months ago
Pasadena,3400,6,4.5,456000,5 months ago
Long Beach,3350,8,4.5,426000,3 months ago
Long Beach,2250,3,3,235000,5 months ago
Long Beach,2250,4,3,220000,2 months ago
Burbank,1700,5,3,180000,3 months ago
Pasadena,3050,7,4.5,435000,2 months ago
San Diego,2350,6,4,292000,6 months ago
Van Nuys,2100,3,3,166000,3 months ago
Long Beach,2200,4,3,161000,2 months ago
Van Nuys,1400,3,2.5,158000,2 months ago
Long Beach,2900,4,4,370000,6 months ago
San Diego,2250,3,3,201000,5 months ago
Van Nuys,3050,6,4.5,492000,4 months ago
San Diego,3400,7,4.5,424000,6 months ago
San Diego,1200,3,2.5,143000,2 months ago
Pasadena,2700,6,4,364000,5 months ago
Van Nuys,1250,3,2.5,156000,4 months ago
Pasadena,1550,5,3,211000,5 months ago
San Diego,2700,4,4,319000,3 months ago
San Diego,1350,3,2.5,155000,2 months ago
Pasadena,1900,3,3,238000,5 months ago
Van Nuys,1700,4,3,184000,3 months ago
Riverside,2800,5,4,385000,5 months ago
Van Nuys,3400,5,4.5,435000,6 months ago
Burbank,1400,3,2.5,148000,6 months ago
Van Nuys,1900,5,3,151000,1 month ago
Van Nuys,2200,4,3,167000,1 month ago
Long Beach,2700,5,4,252000,4 months ago
Burbank,1550,5,3,247000,5 months ago
Pasadena,3350,7,4.5,439000,5 months ago
Burbank,2150,3,3,223000,3 months ago
Riverside,1550,5,3,233000,2 months ago
San Diego,2300,4,3,225000,4 months ago
Riverside,2300,5,3,214000,5 months ago
Pasadena,1200,3,2.5,142000,1 month ago
San Diego,3300,7,4.5,447000,1 month ago
Burbank,1300,2,2.5,153000,6 months ago
Pasadena,1450,2,2.5,168000,5 months ago
Long Beach,2500,5,4,273000,6 months ago
Burbank,1300,3,2.5,164000,4 months ago
Burbank,1650,3,3,219000,3 months ago
San Diego,2150,5,3,174000,5 months ago
Burbank,1850,5,3,218000,5 months ago
Long Beach,2650,5,4,300000,3 months ago
Burbank,1850,4,3,245000,1 month ago
Pasadena,2600,5,4,250000,2 months ago
San Diego,3250,5,4.5,466000,2 months ago
San Diego,2000,3,3,212000,3 months ago
Burbank,2000,4,3,180000,6 months ago
San Diego,2350,6,4,438000,5 months ago
Riverside,3400,5,4.5,428000,4 months ago
Pasadena,2100,4,3,153000,5 months ago
Burbank,2550,6,4,430000,3 months ago
Long Beach,3000,7,4.5,436000,2 months ago
Van Nuys,2500,5,4,405000,1 month ago
Van Nuys,3100,7,4.5,488000,2 months ago
Burbank,1250,3,2.5,166000,3 months ago
Pasadena,2450,5,4,344000,4 months ago
Long Beach,1650,3,3,224000,5 months ago
Pasadena,1200,3,2.5,149000,2 months ago
Van Nuys,3100,6,4.5,520000,5 months ago
Van Nuys,3400,5,4.5,422000,6 months ago
Riverside,1350,2,2.5,168000,4 months ago
Riverside,2250,4,3,209000,2 months ago
San Diego,2150,5,3,226000,6 months ago
Pasadena,1300,2,2.5,165000,1 month ago
Long Beach,3050,7,4.5,448000,1 month ago
Long Beach,1850,4,3,154000,4 months ago
Van Nuys,2450,5,4,400000,5 months ago
Van Nuys,2900,4,4,304000,5 months ago
Van Nuys,3300,5,4.5,440000,1 month ago
Pasadena,2150,5,3,246000,5 months ago
Van Nuys,2100,4,3,208000,1 month ago
Van Nuys,2400,4,4,262000,4 months ago
Pasadena,3400,7,4.5,410000,4 months ago
Van Nuys,3350,6,4.5,499000,2 months ago
Riverside,1600,3,3,176000,6 months ago
Pasadena,2550,6,4,399000,2 months ago
Van Nuys,3400,8,4.5,465000,2 months ago
Burbank,2400,5,4,404000,1 month ago
Burbank,1700,3,3,217000,1 month ago
Pasadena,1250,3,2.5,167000,5 months ago
Burbank,3400,7,4.5,503000,4 months ago
Riverside,3300,6,4.5,461000,4 months ago
Long Beach,2350,6,4,426000,5 months ago
Long Beach,1950,3,3,173000,1 month ago
Riverside,3000,6,4.5,440000,3 months ago
Long Beach,2800,4,4,435000,4 months ago
San Diego,2000,4,3,187000,2 months ago
Van Nuys,2850,5,4,432000,4 months ago
Pasadena,3400,6,4.5,451000,3 months ago
Riverside,2950,6,4.5,433000,6 months ago
Van Nuys,1800,4,3,165000,3 months ago
Pasadena,3150,5,4.5,490000,5 months ago
Long Beach,1300,3,2.5,154000,5 months ago
Long Beach,1650,3,3,246000,6 months ago
Van Nuys,2800,4,4,399000,2 months ago
San Diego,2650,5,4,325000,6 months ago
Riverside,2250,4,3,155000,5 months ago
Pasadena,2300,3,3,166000,1 month ago
San Diego,1550,4,3,181000,3 months ago
Pasadena,2000,5,3,231000,6 months ago
Pasadena,2750,5,4,240000,3 months ago
Long Beach,1650,5,3,220000,5 months ago
